id,sentence,ambiguous_word,correct_meaning,category,language,source
766,"आरोपी और वकील खड़े थे, वह बोला।",वह,unclear_accused_or_lawyer,pronoun_ambiguity,Hindi,custom_annotated
767,"खरीदार और विक्रेता मिले, उसने दाम बताया।",उसने,unclear_buyer_or_seller,pronoun_ambiguity,Hindi,custom_annotated
768,"निर्देशक और अभिनेता मिले, उसने सीन दोहराया।",उसने,unclear_director_or_actor,pronoun_ambiguity,Hindi,custom_annotated
769,"दादी और बेटी बोलीं, उसने गाना गाया।",उसने,unclear_grandma_or_daughter,pronoun_ambiguity,Hindi,custom_annotated
770,"चपरासी और प्रधानाचार्य आए, उसने दस्तख़त किए।",उसने,unclear_peon_or_principal,pronoun_ambiguity,Hindi,custom_annotated
771,"लेखक और संपादक मिले, उसने लेख सुधारा।",उसने,unclear_writer_or_editor,pronoun_ambiguity,Hindi,custom_annotated
772,"रसोइया और मेज़बान बोले, उसने खाना परोसा।",उसने,unclear_cook_or_host,pronoun_ambiguity,Hindi,custom_annotated
773,"पुलिस और गवाह आए, उसने बयान दिया।",उसने,unclear_police_or_witness,pronoun_ambiguity,Hindi,custom_annotated
774,"नर्स और मरीज़ बोले, उसने दवा ली।",उसने,unclear_nurse_or_patient,pronoun_ambiguity,Hindi,custom_annotated
775,"प्रशिक्षक और प्रशिक्षु आए, उसने अभ्यास किया।",उसने,unclear_trainer_or_trainee,pronoun_ambiguity,Hindi,custom_annotated
776,"सहयोगी और प्रबंधक मिले, उसने रिपोर्ट दी।",उसने,unclear_colleague_or_manager,pronoun_ambiguity,Hindi,custom_annotated
777,"पर्यटक और गाइड चले, उसने रास्ता दिखाया।",उसने,unclear_tourist_or_guide,pronoun_ambiguity,Hindi,custom_annotated
778,"माली और मालकिन बोले, उसने पौधा लगाया।",उसने,unclear_gardener_or_mistress,pronoun_ambiguity,Hindi,custom_annotated
779,कल वह पहुँच जाएगा।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
780,कल वह पहुँच गया था।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
781,कल नाटक है।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
782,कल नाटक था।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
783,कल चुनाव है।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
784,कल चुनाव था।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
785,कल संगीत कार्यक्रम है।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
786,कल संगीत कार्यक्रम था।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
787,कल मीटिंग है।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
788,कल मीटिंग थी।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
789,कल बाज़ार जाना है।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
790,कल बाज़ार गए थे।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
791,अभी शुरू करो।,अभी,start_now,time_ambiguity,Hindi,custom_annotated
792,अभी खत्म हुआ।,अभी,just_finished,time_ambiguity,Hindi,custom_annotated
793,परसों लौटेंगे।,परसों,day_after_tomorrow,time_ambiguity,Hindi,custom_annotated
794,परसों लौटे थे।,परसों,day_before_yesterday,time_ambiguity,Hindi,custom_annotated
795,कल इम्तिहान है।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
796,कल इम्तिहान था।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
797,अभी जाओ।,अभी,go_right_now,time_ambiguity,Hindi,custom_annotated
798,वह अभी आया।,अभी,just_arrived,time_ambiguity,Hindi,custom_annotated
799,कल खेत में काम होगा।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
800,कल खेत में काम हुआ।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
801,कल रेल पकड़नी है।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
802,कल रेल छूट गई।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
803,परसों शादी है।,परसों,day_after_tomorrow,time_ambiguity,Hindi,custom_annotated
804,परसों शादी थी।,परसों,day_before_yesterday,time_ambiguity,Hindi,custom_annotated
805,कल त्योहार है।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
806,कल त्योहार था।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
807,अभी सुनो।,अभी,listen_now,time_ambiguity,Hindi,custom_annotated
808,वह अभी-अभी निकला।,अभी,just_left,time_ambiguity,Hindi,custom_annotated
809,वह चलना सीख रहा है।,चलना,learning_to_walk,object_action_ambiguity,Hindi,custom_annotated
810,चलना स्वास्थ्य के लिए अच्छा है।,चलना,walking_health,object_action_ambiguity,Hindi,custom_annotated
811,ठीक से चलना सीखो।,चलना,walk_properly,object_action_ambiguity,Hindi,custom_annotated
812,रोज़ चलना चाहिए।,चलना,walk_daily,object_action_ambiguity,Hindi,custom_annotated
813,यह काम चलना चाहिए।,चलना,work_should_proceed,object_action_ambiguity,Hindi,custom_annotated
814,उड़ना उसका सपना है।,उड़ना,dream_to_fly,object_action_ambiguity,Hindi,custom_annotated
815,पक्षी का उड़ना देखा।,उड़ना,bird_flying,object_action_ambiguity,Hindi,custom_annotated
816,वह रोज़ दौड़ना चाहता है।,दौड़ना,wants_to_run_daily,object_action_ambiguity,Hindi,custom_annotated
817,दौड़ना बंद करो।,दौड़ना,stop_running,object_action_ambiguity,Hindi,custom_annotated
818,नाचना उसे पसंद है।,नाचना,likes_dancing,object_action_ambiguity,Hindi,custom_annotated
819,नाचना मत।,नाचना,dont_dance,object_action_ambiguity,Hindi,custom_annotated
820,गाना गाना अच्छी बात है।,गाना,singing_is_good,object_action_ambiguity,Hindi,custom_annotated
821,वह गाना सुन रहा है।,गाना,listening_to_song,object_action_ambiguity,Hindi,custom_annotated
822,नया गाना आया है।,गाना,new_song_released,object_action_ambiguity,Hindi,custom_annotated
823,वह गाना भूल गया।,गाना,forgot_the_song,object_action_ambiguity,Hindi,custom_annotated
824,हँसना बंद करो।,हँसना,stop_laughing,object_action_ambiguity,Hindi,custom_annotated
825,हँसना सेहत के लिए अच्छा है।,हँसना,laughing_healthy,object_action_ambiguity,Hindi,custom_annotated
826,रोना मत।,रोना,dont_cry,object_action_ambiguity,Hindi,custom_annotated
827,रोना अच्छा होता है कभी-कभी।,रोना,crying_okay_sometimes,object_action_ambiguity,Hindi,custom_annotated
828,सोचना ज़रूरी है।,सोचना,thinking_important,object_action_ambiguity,Hindi,custom_annotated
829,ज़्यादा सोचना ठीक नहीं।,सोचना,overthinking_bad,object_action_ambiguity,Hindi,custom_annotated
830,यह पढ़ना मुझे पसंद है।,पढ़ना,reading_this,object_action_ambiguity,Hindi,custom_annotated
831,रात को पढ़ना थका देता है।,पढ़ना,studying_at_night,object_action_ambiguity,Hindi,custom_annotated
832,"लिखना छोड़ो, बोलो।",लिखना,stop_writing,object_action_ambiguity,Hindi,custom_annotated
833,लिखना उसका पेशा है।,लिखना,writing_profession,object_action_ambiguity,Hindi,custom_annotated
834,खेलना उसका जुनून है।,खेलना,playing_passion,object_action_ambiguity,Hindi,custom_annotated
835,खेलना बंद करो।,खेलना,stop_playing,object_action_ambiguity,Hindi,custom_annotated
836,सीखना कभी नहीं रुकना चाहिए।,सीखना,keep_learning,object_action_ambiguity,Hindi,custom_annotated
837,सीखना आसान नहीं।,सीखना,learning_not_easy,object_action_ambiguity,Hindi,custom_annotated
838,"देखना अलग है, समझना अलग।",देखना,seeing_vs_understanding,object_action_ambiguity,Hindi,custom_annotated
839,उसका work बहुत pending है।,pending,work_pending,hinglish_ambiguity,Hindi,custom_annotated
840,payment pending है।,pending,payment_due,hinglish_ambiguity,Hindi,custom_annotated
841,वह बहुत update रहता है।,update,keeps_updated,hinglish_ambiguity,Hindi,custom_annotated
842,phone update करो।,update,software_update,hinglish_ambiguity,Hindi,custom_annotated
843,उसका future bright है।,bright,good_future,hinglish_ambiguity,Hindi,custom_annotated
844,कमरे में bright light है।,bright,strong_light,hinglish_ambiguity,Hindi,custom_annotated
845,उसका career track पर है।,track,career_on_track,hinglish_ambiguity,Hindi,custom_annotated
846,train track पर है।,track,railway_track,hinglish_ambiguity,Hindi,custom_annotated
847,उसकी team बहुत strong है।,strong,powerful_team,hinglish_ambiguity,Hindi,custom_annotated
848,वह mentally strong है।,strong,mentally_tough,hinglish_ambiguity,Hindi,custom_annotated
849,यह idea बहुत wild है।,wild,crazy_idea,hinglish_ambiguity,Hindi,custom_annotated
850,जंगल बहुत wild था।,wild,untamed_forest,hinglish_ambiguity,Hindi,custom_annotated
851,उसकी voice बहुत soft है।,soft,gentle_voice,hinglish_ambiguity,Hindi,custom_annotated
852,यह material बहुत soft है।,soft,soft_material,hinglish_ambiguity,Hindi,custom_annotated
853,उसने बहुत smart move किया।,smart,clever_move,hinglish_ambiguity,Hindi,custom_annotated
854,smart TV ख़रीदी।,smart,smart_device,hinglish_ambiguity,Hindi,custom_annotated
855,वह बहुत calm रहता है।,calm,composed_person,hinglish_ambiguity,Hindi,custom_annotated
856,समुद्र बहुत calm था।,calm,calm_sea,hinglish_ambiguity,Hindi,custom_annotated
857,उसका tone बहुत harsh था।,harsh,harsh_tone,hinglish_ambiguity,Hindi,custom_annotated
858,मौसम बहुत harsh है।,harsh,harsh_weather,hinglish_ambiguity,Hindi,custom_annotated
859,यह deal बहुत fair है।,fair,fair_deal,hinglish_ambiguity,Hindi,custom_annotated
860,fair complexion चाहिए।,fair,light_skin,hinglish_ambiguity,Hindi,custom_annotated
861,उसका vision बहुत clear है।,clear,clear_vision,hinglish_ambiguity,Hindi,custom_annotated
862,sky बहुत clear है।,clear,clear_sky,hinglish_ambiguity,Hindi,custom_annotated
863,उसका message बहुत direct था।,direct,direct_message,hinglish_ambiguity,Hindi,custom_annotated
864,direct flight है।,direct,non_stop_flight,hinglish_ambiguity,Hindi,custom_annotated
865,वह बहुत active है।,active,energetic_person,hinglish_ambiguity,Hindi,custom_annotated
866,account active है।,active,account_is_active,hinglish_ambiguity,Hindi,custom_annotated
867,उसका response quick था।,quick,fast_response,hinglish_ambiguity,Hindi,custom_annotated
868,quick lunch खाया।,quick,fast_lunch,hinglish_ambiguity,Hindi,custom_annotated
869,उसकी growth बहुत fast है।,fast,rapid_growth,hinglish_ambiguity,Hindi,custom_annotated
870,वह fast है।,fast,upvas_fasting,hinglish_ambiguity,Hindi,custom_annotated
871,उसने clean image बनाई।,clean,good_reputation,hinglish_ambiguity,Hindi,custom_annotated
872,कमरा clean करो।,clean,clean_the_room,hinglish_ambiguity,Hindi,custom_annotated
873,उसकी delivery बहुत smooth थी।,smooth,smooth_delivery,hinglish_ambiguity,Hindi,custom_annotated
874,सड़क बहुत smooth है।,smooth,smooth_road,hinglish_ambiguity,Hindi,custom_annotated
875,उसकी thinking बहुत logical है।,logical,logical_thinking,hinglish_ambiguity,Hindi,custom_annotated
876,यह sequence logical नहीं।,logical,illogical_sequence,hinglish_ambiguity,Hindi,custom_annotated
877,उसने perfect answer दिया।,perfect,perfect_answer,hinglish_ambiguity,Hindi,custom_annotated
878,weather perfect है आज।,perfect,perfect_weather,hinglish_ambiguity,Hindi,custom_annotated
879,"तुमने तो कमाल की तरक्की की, एक साल में कुछ नहीं किया।",तरक्की,sarcastic,sarcasm_ambiguity,Hindi,custom_annotated
880,उसने सच में कमाल की तरक्की की।,तरक्की,genuine,sarcasm_ambiguity,Hindi,custom_annotated
881,बहुत दिल खोलकर मदद की तुमने!,दिल खोलकर,sarcastic_no_help,sarcasm_ambiguity,Hindi,custom_annotated
882,उसने दिल खोलकर मदद की।,दिल खोलकर,genuine_generous,sarcasm_ambiguity,Hindi,custom_annotated
883,"क्या शानदार भाषण था, कुछ भी समझ नहीं आया।",शानदार,sarcastic_boring,sarcasm_ambiguity,Hindi,custom_annotated
884,उसका भाषण शानदार था।,शानदार,genuinely_great,sarcasm_ambiguity,Hindi,custom_annotated
885,"वाह! इतनी मेहनत की, दो मिनट में सो गए।",मेहनत,sarcastic_lazy,sarcasm_ambiguity,Hindi,custom_annotated
886,उसने दिन-रात मेहनत की।,मेहनत,genuine_hardwork,sarcasm_ambiguity,Hindi,custom_annotated
887,तुम्हारी बात सुनकर बड़ी अकल आ गई!,अकल,sarcastic_nonsense,sarcasm_ambiguity,Hindi,custom_annotated
888,उसकी बात सुनकर अकल आ गई।,अकल,genuinely_wise,sarcasm_ambiguity,Hindi,custom_annotated
889,"हाँ, तुम्हारे जैसा नेता दुनिया में नहीं!",नेता,sarcastic_bad_leader,sarcasm_ambiguity,Hindi,custom_annotated
890,वह सच में बड़ा नेता है।,नेता,genuinely_great_leader,sarcasm_ambiguity,Hindi,custom_annotated
891,"बहुत ज़िम्मेदार हो, काम छोड़ कर भागे!",ज़िम्मेदार,sarcastic_irresponsible,sarcasm_ambiguity,Hindi,custom_annotated
892,वह बहुत ज़िम्मेदार कर्मचारी है।,ज़िम्मेदार,genuine,sarcasm_ambiguity,Hindi,custom_annotated
893,क्या बुद्धिमान हो तुम!,बुद्धिमान,sarcastic,sarcasm_ambiguity,Hindi,custom_annotated
894,वह सच में बुद्धिमान है।,बुद्धिमान,genuine,sarcasm_ambiguity,Hindi,custom_annotated
895,"बहुत ईमानदार हो, सब जानते हैं!",ईमानदार,sarcastic_dishonest,sarcasm_ambiguity,Hindi,custom_annotated
896,वह बहुत ईमानदार इंसान है।,ईमानदार,genuine,sarcasm_ambiguity,Hindi,custom_annotated
897,"वाकई बहुत साहसी हो, डर के भागे!",साहसी,sarcastic_coward,sarcasm_ambiguity,Hindi,custom_annotated
898,वह बहुत साहसी सैनिक है।,साहसी,genuinely_brave,sarcasm_ambiguity,Hindi,custom_annotated
899,"तुमने तो इतिहास बना दिया, सबसे बड़ी गलती की!",इतिहास,sarcastic_mistake,sarcasm_ambiguity,Hindi,custom_annotated
900,उसने खेल में इतिहास बना दिया।,इतिहास,genuine_achievement,sarcasm_ambiguity,Hindi,custom_annotated
901,"हाँ, बहुत कुशल हो, एक काम ठीक से नहीं होता।",कुशल,sarcastic_incompetent,sarcasm_ambiguity,Hindi,custom_annotated
902,वह बहुत कुशल कारीगर है।,कुशल,genuine_skilled,sarcasm_ambiguity,Hindi,custom_annotated
903,"बहुत सज्जन हो, सबको धोखा देते हो।",सज्जन,sarcastic_fraud,sarcasm_ambiguity,Hindi,custom_annotated
904,वह सच में सज्जन पुरुष है।,सज्जन,genuine_gentleman,sarcasm_ambiguity,Hindi,custom_annotated
905,वाह! घर को तुमने स्वर्ग बना दिया!,स्वर्ग,sarcastic_mess,sarcasm_ambiguity,Hindi,custom_annotated
906,माँ ने घर को स्वर्ग बना दिया।,स्वर्ग,genuine_heaven,sarcasm_ambiguity,Hindi,custom_annotated
907,तुम्हारी कला देखकर आँखें खुल गईं!,आँखें खुल गईं,sarcastic_bad_art,sarcasm_ambiguity,Hindi,custom_annotated
908,उसकी कला देखकर आँखें खुल गईं।,आँखें खुल गईं,genuinely_inspiring,sarcasm_ambiguity,Hindi,custom_annotated
909,लाल टमाटर लाओ।,लाल,red_tomato,morphological_ambiguity,Hindi,custom_annotated
910,लाल साहब का इंतज़ार है।,लाल,respected_name,morphological_ambiguity,Hindi,custom_annotated
911,गोरा रंग उसे पसंद है।,गोरा,fair_skin,morphological_ambiguity,Hindi,custom_annotated
912,गोरा कहाँ गया?,गोरा,person_name_gora,morphological_ambiguity,Hindi,custom_annotated
913,काली बिल्ली रास्ता काटती है।,काली,black_cat,morphological_ambiguity,Hindi,custom_annotated
914,काली आज आई थी।,काली,person_name_kali,morphological_ambiguity,Hindi,custom_annotated
915,नीला आसमान सुंदर है।,नीला,blue_sky,morphological_ambiguity,Hindi,custom_annotated
916,नीला यहाँ रहता है।,नीला,person_name_neela,morphological_ambiguity,Hindi,custom_annotated
917,पीला फूल खिला।,पीला,yellow_flower,morphological_ambiguity,Hindi,custom_annotated
918,पीला बुखार ख़तरनाक है।,पीला,yellow_fever,morphological_ambiguity,Hindi,custom_annotated
919,हरे पत्ते झड़ रहे हैं।,हरे,green_leaves,morphological_ambiguity,Hindi,custom_annotated
920,हरे कृष्ण हरे राम।,हरे,religious_phrase,morphological_ambiguity,Hindi,custom_annotated
921,सुनहरा मौका मत गँवाओ।,सुनहरा,golden_opportunity,morphological_ambiguity,Hindi,custom_annotated
922,सुनहरी धूप निकली।,सुनहरी,golden_sunlight,morphological_ambiguity,Hindi,custom_annotated
923,चाँदी का चम्मच है।,चाँदी,silver_spoon,morphological_ambiguity,Hindi,custom_annotated
924,उसकी आवाज़ में चाँदी है।,चाँदी,silver_voice,morphological_ambiguity,Hindi,custom_annotated
925,गुलाबी साड़ी पहनी।,गुलाबी,pink_saree,morphological_ambiguity,Hindi,custom_annotated
926,उसकी गुलाबी दुनिया है।,गुलाबी,rosy_world,morphological_ambiguity,Hindi,custom_annotated
927,काला धन पकड़ा गया।,काला,black_money,morphological_ambiguity,Hindi,custom_annotated
928,काला पहाड़ दिखा।,काला,dark_mountain,morphological_ambiguity,Hindi,custom_annotated
929,वह चुपचाप बैठा था।,चुपचाप,sitting_quietly,syntactic_ambiguity,Hindi,custom_annotated
930,उसने चुपचाप काम किया।,चुपचाप,worked_silently,syntactic_ambiguity,Hindi,custom_annotated
931,वह धीरे-धीरे बोला।,धीरे-धीरे,spoke_slowly,syntactic_ambiguity,Hindi,custom_annotated
932,वह धीरे-धीरे चलता है।,धीरे-धीरे,walks_slowly,syntactic_ambiguity,Hindi,custom_annotated
933,उसने ज़ोर से दरवाज़ा बंद किया।,ज़ोर से,slammed_door,syntactic_ambiguity,Hindi,custom_annotated
934,उसने ज़ोर से पुकारा।,ज़ोर से,called_loudly,syntactic_ambiguity,Hindi,custom_annotated
935,वह सावधानी से चला।,सावधानी से,walked_carefully,syntactic_ambiguity,Hindi,custom_annotated
936,उसने सावधानी से काम किया।,सावधानी से,worked_carefully,syntactic_ambiguity,Hindi,custom_annotated
937,वह खुशी से नाचा।,खुशी से,danced_happily,syntactic_ambiguity,Hindi,custom_annotated
938,उसने खुशी से स्वीकार किया।,खुशी से,accepted_happily,syntactic_ambiguity,Hindi,custom_annotated
939,उसने प्यार से समझाया।,प्यार से,explained_lovingly,syntactic_ambiguity,Hindi,custom_annotated
940,वह प्यार से बोली।,प्यार से,spoke_affectionately,syntactic_ambiguity,Hindi,custom_annotated
941,उसने गुस्से से देखा।,गुस्से से,looked_angrily,syntactic_ambiguity,Hindi,custom_annotated
942,उसने गुस्से से जवाब दिया।,गुस्से से,replied_angrily,syntactic_ambiguity,Hindi,custom_annotated
943,उसने हिम्मत से काम किया।,हिम्मत से,worked_bravely,syntactic_ambiguity,Hindi,custom_annotated
944,वह हिम्मत से लड़ा।,हिम्मत से,fought_bravely,syntactic_ambiguity,Hindi,custom_annotated
945,उसने मन लगाकर पढ़ा।,मन लगाकर,studied_attentively,syntactic_ambiguity,Hindi,custom_annotated
946,उसने मन लगाकर खाना बनाया।,मन लगाकर,cooked_with_heart,syntactic_ambiguity,Hindi,custom_annotated
947,उसने तेज़ी से दौड़ा।,तेज़ी से,ran_fast,syntactic_ambiguity,Hindi,custom_annotated
948,उसने तेज़ी से लिखा।,तेज़ी से,wrote_fast,syntactic_ambiguity,Hindi,custom_annotated
949,उसने मुँह पर ताला लगा लिया।,ताला लगा लिया,stayed_silent_idiom,idiom_ambiguity,Hindi,custom_annotated
950,उसने दरवाज़े पर ताला लगाया।,ताला लगाया,locked_door_literally,idiom_ambiguity,Hindi,custom_annotated
951,वह छाती पर साँप लोटा रहा था।,साँप लोटा,extreme_jealousy_idiom,idiom_ambiguity,Hindi,custom_annotated
952,साँप बाग में था।,साँप,snake_literally,idiom_ambiguity,Hindi,custom_annotated
953,उसने पानी पी-पीकर कोसा।,पानी पी-पीकर,cursed_repeatedly_idiom,idiom_ambiguity,Hindi,custom_annotated
954,उसने पानी पी-पीकर गाया।,पानी पी-पीकर,drank_water_and_sang,idiom_ambiguity,Hindi,custom_annotated
955,वह अपनी ही खिचड़ी पका रहा है।,खिचड़ी पका रहा,doing_own_thing_idiom,idiom_ambiguity,Hindi,custom_annotated
956,माँ खिचड़ी पका रही है।,खिचड़ी पका,cooking_khichdi_literally,idiom_ambiguity,Hindi,custom_annotated
957,उसने मीठा ज़हर दिया।,मीठा ज़हर,sweet_deceit_idiom,idiom_ambiguity,Hindi,custom_annotated
958,डॉक्टर ने दवाई दी।,दवाई,medicine_literally,idiom_ambiguity,Hindi,custom_annotated
959,वह अपने पाँव पर कुल्हाड़ी मारता है।,पाँव पर कुल्हाड़ी,self_destructive_idiom,idiom_ambiguity,Hindi,custom_annotated
960,उसने लकड़ी काटने को कुल्हाड़ी उठाई।,कुल्हाड़ी उठाई,axe_for_wood_literally,idiom_ambiguity,Hindi,custom_annotated
961,उसने अपना उल्लू बनाया।,उल्लू बनाया,made_fool_of_self_idiom,idiom_ambiguity,Hindi,custom_annotated
962,बच्चे ने उल्लू का चित्र बनाया।,उल्लू,owl_picture_literally,idiom_ambiguity,Hindi,custom_annotated
963,उसने लोहा मना लिया।,लोहा मना लिया,acknowledged_strength_idiom,idiom_ambiguity,Hindi,custom_annotated
964,लुहार ने लोहा गर्म किया।,लोहा,iron_literally,idiom_ambiguity,Hindi,custom_annotated
965,वह अंधेरे में तीर चलाता है।,अंधेरे में तीर,random_guessing_idiom,idiom_ambiguity,Hindi,custom_annotated
966,शिकारी ने अंधेरे में देखा।,अंधेरे में,darkness_literally,idiom_ambiguity,Hindi,custom_annotated
967,वह घी के दीए जलाए।,घी के दीए,celebrate_idiom,idiom_ambiguity,Hindi,custom_annotated
968,पूजा में घी का दीया जला।,घी का दीया,lamp_literally,idiom_ambiguity,Hindi,custom_annotated
969,उसने नाक में दम कर दिया।,नाक में दम,troubled_a_lot_idiom,idiom_ambiguity,Hindi,custom_annotated
970,उसकी नाक बंद है।,नाक,blocked_nose_literally,idiom_ambiguity,Hindi,custom_annotated
971,वह अपनी छाती ठोकता है।,छाती ठोकता,boasts_idiom,idiom_ambiguity,Hindi,custom_annotated
972,डॉक्टर ने छाती देखी।,छाती,chest_check_literally,idiom_ambiguity,Hindi,custom_annotated
973,उसने सीधी बात कही।,सीधी बात,spoke_directly,idiom_ambiguity,Hindi,custom_annotated
974,रास्ता सीधा था।,सीधा,straight_road_literally,idiom_ambiguity,Hindi,custom_annotated
975,वह गले का हार है।,गले का हार,very_precious_idiom,idiom_ambiguity,Hindi,custom_annotated
976,उसने गले में हार पहना।,गले में हार,necklace_literally,idiom_ambiguity,Hindi,custom_annotated
977,वह आस्तीन का साँप है।,आस्तीन का साँप,backstabber_idiom,idiom_ambiguity,Hindi,custom_annotated
978,उसकी आस्तीन गंदी थी।,आस्तीन,sleeve_literally,idiom_ambiguity,Hindi,custom_annotated
979,उसने दाँत पीसे।,दाँत पीसे,gritted_teeth_anger_idiom,idiom_ambiguity,Hindi,custom_annotated
980,दाँत दर्द से बेहाल था।,दाँत,tooth_pain_literally,idiom_ambiguity,Hindi,custom_annotated
981,उसने तेज़ आवाज़ में गाया।,तेज़ आवाज़ में,loud_voice,syntactic_ambiguity,Hindi,custom_annotated
982,उसने धीमी आवाज़ में कहा।,धीमी आवाज़ में,soft_voice,syntactic_ambiguity,Hindi,custom_annotated
983,वह प्रेम से मिला।,प्रेम से,met_lovingly,syntactic_ambiguity,Hindi,custom_annotated
984,उसने विश्वास से कहा।,विश्वास से,said_confidently,syntactic_ambiguity,Hindi,custom_annotated
985,उसने आराम से जवाब दिया।,आराम से,replied_calmly,syntactic_ambiguity,Hindi,custom_annotated
986,वह दर्द से कराहा।,दर्द से,groaned_in_pain,syntactic_ambiguity,Hindi,custom_annotated
987,उसने नम्रता से बात की।,नम्रता से,spoke_humbly,syntactic_ambiguity,Hindi,custom_annotated
988,वह भय से काँपा।,भय से,trembled_in_fear,syntactic_ambiguity,Hindi,custom_annotated
989,उसने शर्म से मुँह छुपाया।,शर्म से,hid_face_in_shame,syntactic_ambiguity,Hindi,custom_annotated
990,वह आँसुओं से बोला।,आँसुओं से,spoke_with_tears,syntactic_ambiguity,Hindi,custom_annotated
991,कल की चाय ठंडी थी।,कल,yesterday,time_ambiguity,Hindi,custom_annotated
992,कल की चाय गर्म रखना।,कल,tomorrow,time_ambiguity,Hindi,custom_annotated
993,वह पास के गाँव में रहता है।,पास,nearby_village,place_ambiguity,Hindi,custom_annotated
994,परीक्षा में पास हो गए।,पास,passed_exam,place_ambiguity,Hindi,custom_annotated
995,उसने साफ़ दिल से माफ़ी माँगी।,साफ़ दिल से,sincere_apology,syntactic_ambiguity,Hindi,custom_annotated
996,उसने खुले दिल से स्वागत किया।,खुले दिल से,welcomed_wholeheartedly,syntactic_ambiguity,Hindi,custom_annotated
997,वह मज़बूत इरादे से आया था।,मज़बूत इरादे से,came_with_strong_intent,syntactic_ambiguity,Hindi,custom_annotated
998,वह थरथराते हाथों से लिखा।,थरथराते हाथों से,wrote_with_trembling_hands,syntactic_ambiguity,Hindi,custom_annotated
999,उसने भीगी आँखों से देखा।,भीगी आँखों से,looked_with_teary_eyes,syntactic_ambiguity,Hindi,custom_annotated
1000,वह टूटे मन से लौटा।,टूटे मन से,returned_heartbroken,syntactic_ambiguity,Hindi,custom_annotated
